Designation (and name),Prov. Des.,q,Q,H,Epoch,M,Peri.,Node,Incl.,e,a,Opps.,Ref.,"Discovery date, site and discoverer(s)"
-455206,2001 FE193,41.048,53.008,7.2,20170216,55.1,341.7,154.8,2.8,0.127,47.028,5,MPO 361371,"2001/03/27 695 R. L. Allen, G. Bernstein, R. Malhotra"
-455171,1999 OM4,40.289,51.479,7.1,20170216,78.4,131.4,113.8,2.1,0.122,45.884,7,MPO 361359,1999/07/19 568 Mauna Kea
-450265,2003 WU172,29.158,49.235,6.3,20170216,353.1,101.0,10.5,4.1,0.256,39.197,10,MPO 386696,2003/11/21 691 Spacewatch
-444745,2007 JF43,32.326,46.786,5.4,20170216,295.6,121.2,207.4,15.0,0.183,39.556,9,MPO 386695,2007/05/10 675 Palomar
-444030,2004 NT33,36.830,49.892,4.7,20170216,41.4,37.1,240.9,31.2,0.151,43.361,13,MPO 386695,2004/07/13 644 Palomar
-444025,2004 HJ79,42.305,46.227,6.9,20170216,266.7,274.3,45.3,3.3,0.044,44.266,7,MPO 380271,2004/04/26* 568 B. Gladman
-444018,2004 EU95,42.230,46.736,7.0,20170216,26.8,124.9,65.6,2.8,0.051,44.483,4,MPO 346445,2004/03/15 695 M. W. Buie
-443843,2001 FO185,41.009,52.636,7.3,20170216,31.3,336.3,205.7,10.6,0.124,46.822,6,MPO 346392,2001/03/26 695 M. W. Buie
-439858,1999 ON4,40.859,44.205,7.6,20170216,21.5,183.5,133.1,3.2,0.039,42.532,8,MPO 342368,1999/07/19 568 Mauna Kea
-438028,2004 EH96,28.441,51.126,8.4,20170216,25.4,301.8,226.2,3.1,0.285,39.784,7,MPO 339639,2004/03/15 695 M. W. Buie
-437915,2002 GD32,38.902,50.583,5.8,20170216,174.6,25.3,22.1,6.6,0.131,44.743,5,MPO 339609,2002/04/07 807 M. W. Buie
-437871,2001 FN185,39.429,46.189,7.2,20170216,6.1,11.6,203.3,21.7,0.079,42.809,5,MPO 339596,2001/03/26 695 M. W. Buie
-434709,2006 CJ69,32.552,52.407,7.6,20170216,339.3,59.1,130.4,17.9,0.234,42.479,5,MPO 335609,"2006/02/03 568 P. A. Wiegert, A. Papadimos"
-434194,2003 FK127,40.523,45.227,7.3,20170216,349.4,114.7,84.4,2.3,0.055,42.875,5,MPO 342179,2003/03/30 695 M. W. Buie
-432949,2012 HH2,29.209,41.051,6.3,20170216,31.5,101.6,56.5,28.5,0.169,35.130,7,MPO 386645,2012/04/19 H21 T. Vorobjov
-427614,2003 SR422,37.685,42.225,7.1,20170216,244.2,69.7,99.8,23.9,0.057,39.955,4,MPO 327373,2003/09/28 807 Cerro Tololo
-427581,2003 QB92,31.439,38.140,7.9,20170216,158.6,63.5,120.1,3.5,0.096,34.790,4,MPO 327364,2003/08/24 807 M. W. Buie
(420356) Praamzius,2012 BX85,42.650,43.029,5.7,20170216,186.6,354.0,314.3,1.1,0.004,42.839,8,MPO 386597,"2012/01/23 290 K. Cernis, R. P. Boyle"
-416400,2003 UZ117,38.319,49.881,5.3,20170216,339.2,247.5,204.7,27.5,0.131,44.100,13,MPO 386592,2003/10/24 691 Spacewatch
-415720,1999 RU215,39.982,45.720,7.3,20170216,50.6,327.3,14.3,7.8,0.067,42.851,6,MPO 315369,"1999/09/07 568 C. A. Trujillo, J. X. Luu, D. C. Jewitt"
-408832,2001 QJ298,42.196,45.695,6.2,20170216,246.3,300.4,162.7,2.2,0.040,43.945,8,MPO 315134,2001/08/21 807 M. W. Buie
-386723,2009 YE7,37.705,50.693,4.5,20170216,181.9,99.4,141.7,29.1,0.147,44.199,6,MPO 386541,2009/12/17 809 D. L. Rabinowitz
-385533,2004 QD29,37.984,47.957,7.0,20170216,71.1,113.6,135.3,23.9,0.116,42.971,6,MPO 282081,2004/08/19 568 B. Gladman
-385527,2004 OK14,33.156,54.249,7.6,20170216,338.8,207.1,149.0,3.5,0.241,43.703,4,MPO 282079,2004/07/17 807 M. W. Buie
-385458,2003 SP317,38.065,53.422,6.6,20170216,301.5,98.2,347.1,5.1,0.168,45.743,5,MPO 282062,2003/09/25 568 Mauna Kea
-385447,2003 QF113,42.529,44.898,6.6,20170216,21.7,197.3,114.2,4.5,0.027,43.714,6,MPO 282059,2003/08/25 807 M. W. Buie
(385446) Manwe,2003 QW111,38.655,48.435,6.5,20170216,275.5,22.1,68.4,2.7,0.112,43.545,7,MPO 282059,2003/08/25 807 M. W. Buie
-385445,2003 QH91,33.357,45.386,6.8,20170216,124.2,266.5,286.7,3.7,0.153,39.371,5,MPO 282058,2003/08/24 807 M. W. Buie
-385437,2003 GH55,40.675,48.277,6.1,20170216,22.9,87.9,116.4,1.1,0.085,44.476,10,MPO 386532,2003/04/01 807 Deep Lens Survey
-385363,2002 PW170,41.345,48.123,6.2,20170216,156.6,203.7,339.8,3.9,0.076,44.734,5,MPO 353314,2002/08/05 568 Mauna Kea
-385362,2002 PT170,39.452,52.740,6.4,20170216,251.1,135.6,328.8,3.7,0.144,46.096,4,MPO 282036,2002/08/05 568 Mauna Kea
-385266,2001 QB298,38.423,46.532,6.8,20170216,47.7,359.9,291.6,1.8,0.095,42.478,6,MPO 282006,2001/08/20 807 M. W. Buie
-385201,1999 RN215,39.691,46.294,6.7,20170216,142.6,100.5,140.7,12.4,0.077,42.993,6,MPO 339237,"1999/09/07 568 D. C. Jewitt, J. X. Luu, C. A. Trujillo"
-385199,1999 OE4,43.255,47.179,7.0,20170216,355.9,212.3,130.9,2.2,0.043,45.217,7,MPO 346036,1999/07/20 568 Mauna Kea
-385194,1998 KG62,41.168,45.462,6.5,20170216,232.5,120.5,336.8,0.8,0.050,43.315,5,MPO 356905,1998/05/29 807 G. Bernstein
-385191,1997 RT5,39.936,42.361,7.2,20170216,185.0,20.4,163.8,12.8,0.029,41.148,5,MPO 356905,"1997/09/07 675 P. Nicholson, B. Gladman, J. A. Burns"
-385185,1993 RO,31.456,46.584,8.4,20170216,29.1,187.9,170.4,3.7,0.194,39.020,7,MPO 281983,"1993/09/14 568 D. C. Jewitt, J. X. Luu"
-364171,2006 JZ81,41.105,48.958,6.7,20170216,9.2,182.0,36.4,3.5,0.087,45.032,8,MPO 342088,2006/05/01 568 Mauna Kea
-363401,2003 LB7,39.613,52.143,6.7,20170216,35.2,157.0,49.6,2.3,0.137,45.878,5,MPO 260997,2003/06/01 807 M. W. Buie
-363330,2002 PQ145,41.625,45.834,5.8,20170216,205.4,316.6,165.7,3.1,0.048,43.730,8,MPO 386455,2002/08/09 807 M. W. Buie
(341520) Mors-Somnus,2007 TY430,28.840,49.221,6.9,20170216,359.6,205.5,196.8,11.3,0.261,39.030,6,MPO 386378,"2007/10/14 568 S. S. Sheppard, C. Trujillo"
-315530,2008 AP129,36.072,47.700,4.8,20170216,46.7,59.1,15.0,27.4,0.139,41.886,11,MPO 386287,"2008/01/11 675 M. E. Schwamb, M. E. Brown"
-312645,2010 EP65,33.058,63.062,5.4,20170216,2.0,352.2,205.0,18.8,0.312,48.060,12,MPO 386284,"2010/03/09 809 D. Rabinowitz, S. Tourtellotte"
-308634,2005 XU100,39.119,48.046,6.3,20170216,74.7,104.1,318.4,7.9,0.102,43.583,8,MPO 386277,2005/12/01 695 M. W. Buie
-308460,2005 SC278,32.480,36.881,7.3,20170216,307.2,52.9,27.5,1.5,0.063,34.680,5,MPO 338970,"2005/09/22 705 A. C. Becker, A. W. Puckett, J. Kubica"
-308379,2005 RS43,38.202,56.929,5.2,20170216,53.7,265.9,46.4,10.0,0.197,47.566,16,MPO 386275,"2005/09/13 705 A. C. Becker, A. W. Puckett, J. Kubica"
-308193,2005 CB79,37.189,50.021,4.7,20170216,320.5,90.7,112.8,28.6,0.147,43.605,13,MPO 391606,2005/02/06 644 Palomar
-307616,2003 QW90,40.267,46.881,5.1,20170216,275.8,90.4,17.8,10.4,0.076,43.574,11,MPO 386274,2003/08/23 807 M. W. Buie
-307463,2002 VU130,30.822,47.388,5.9,20170216,273.4,281.1,267.9,1.4,0.212,39.105,11,MPO 386274,2002/11/07 695 M. W. Buie
-307261,2002 MS4,35.883,47.757,3.7,20170216,218.2,215.0,215.9,17.7,0.142,41.820,13,MPO 368100,"2002/06/18 644 C. A. Trujillo, M. E. Brown"
-307251,2002 KW14,37.316,56.701,5.6,20170216,48.5,124.0,59.8,9.7,0.206,47.009,10,MPO 386274,"2002/05/17 675 C. A. Trujillo, M. E. Brown"
-306792,2001 KQ77,33.404,45.922,7.2,20170216,328.5,63.3,248.4,15.6,0.158,39.663,5,MPO 212009,2001/05/23 807 M. W. Buie
-303712,2005 PR21,39.460,48.554,6.2,20170216,53.6,308.7,339.1,1.3,0.103,44.007,10,MPO 386260,2005/08/09 807 Cerro Tololo
-278361,2007 JJ43,40.396,56.148,4.5,20170216,339.6,6.5,272.5,12.0,0.163,48.272,9,MPO 386165,2007/05/14 675 Palomar
-275809,2001 QY297,40.041,47.521,5.6,20170216,84.4,124.8,108.8,1.5,0.085,43.781,9,MPO 386153,2001/08/21 807 M. W. Buie
-230965,2004 XA192,35.466,58.653,4.2,20170216,357.5,132.8,328.7,38.1,0.246,47.059,9,MPO 391200,2004/12/12 644 Palomar
-208996,2003 AZ84,32.476,46.641,3.7,20170216,230.8,14.0,252.1,13.6,0.179,39.559,13,MPO 385911,"2003/01/13 644 C. A. Trujillo, M. E. Brown"
-202421,2005 UQ513,36.652,49.637,3.4,20170216,224.6,222.6,307.8,25.7,0.150,43.145,16,MPO 391046,2005/10/21 644 Palomar
-184314,2005 EO302,38.955,52.057,6.3,20170216,319.3,267.2,0.4,5.8,0.144,45.506,4,MPO 136887,2005/03/11 695 M. W. Buie
-183963,2004 DJ64,39.893,49.500,7.2,20170216,321.5,129.1,103.2,2.4,0.107,44.696,5,MPO 273370,2004/02/26 695 M. W. Buie
-183595,2003 TG58,39.788,49.188,6.7,20170216,301.4,236.3,276.8,1.7,0.106,44.488,5,MPO 157328,2003/10/03 568 Mauna Kea
-182934,2002 GJ32,39.617,49.455,5.4,20170216,80.9,257.3,244.8,11.6,0.110,44.536,5,MPO 186770,2002/04/08 807 M. W. Buie
-182926,2002 FU6,39.132,53.081,7.3,20170216,312.1,188.4,55.5,2.2,0.151,46.107,5,MPO 338417,"2002/03/20 568 B. Gladman, J. J. Kavelaars, A. Doressoundiram"
-182294,2001 KU76,37.696,52.940,6.6,20170216,355.7,204.5,45.0,10.6,0.168,45.318,6,MPO 186769,2001/05/24 807 M. W. Buie
-182222,2000 YU1,39.208,47.811,7.0,20170216,282.6,316.1,208.0,6.1,0.099,43.509,7,MPO 367141,"2000/12/16 695 M. J. Holman, B. Gladman, T. Grav"
-181871,1999 CO153,40.137,47.559,7.4,20170216,57.8,162.3,278.3,0.8,0.085,43.848,5,MPO 338413,"1999/02/12 568 C. A. Trujillo, J. X. Luu, D. C. Jewitt"
-181868,1999 CG119,35.101,64.733,7.6,20170216,332.1,255.7,304.3,16.7,0.297,49.917,6,MPO 356235,"1999/02/11 568 J. X. Luu, C. A. Trujillo, D. C. Jewitt"
-181855,1998 WT31,37.577,54.194,7.2,20170216,353.8,42.0,41.7,28.7,0.181,45.886,6,MPO 186768,1998/11/18 695 M. W. Buie
-181708,1993 FW,41.634,46.456,7.0,20170216,351.7,41.2,187.8,7.7,0.055,44.045,8,MPO 136058,"1993/03/28 568 D. C. Jewitt, J. X. Luu"
-175113,2004 PF115,36.138,41.606,4.5,20170216,165.7,85.4,84.5,13.4,0.070,38.872,10,MPO 385769,"2004/08/07 644 M. E. Brown, C. W. Trujillo, D. L. Rabinowitz"
(174567) Varda,2003 MW12,39.516,52.344,3.3,20170216,269.4,181.8,183.9,21.5,0.140,45.930,19,MPO 385768,2003/06/21 691 J. A. Larsen
-169071,2001 FR185,31.776,47.304,8.0,20170216,340.3,335.2,287.5,5.6,0.196,39.540,4,MPO 127094,2001/03/26 695 M. W. Buie
-168703,2000 GP183,36.811,43.314,6.0,20170216,353.0,219.1,23.3,4.9,0.081,40.063,9,MPO 385743,2000/04/02 568 Mauna Kea
-168700,2000 GE147,30.289,49.058,8.3,20170216,19.2,50.4,154.6,5.0,0.237,39.674,5,MPO 338356,"2000/04/02 568 D. C. Jewitt, C. A. Trujillo, S. S. Sheppard"
-160256,2002 PD149,40.031,45.540,6.3,20170216,223.3,41.5,103.5,4.9,0.064,42.786,5,MPO 157319,2002/08/10 807 M. W. Buie
-160147,2001 KN76,39.872,48.141,6.6,20170216,348.1,284.2,326.8,2.6,0.094,44.006,8,MPO 157319,2001/05/22 807 M. W. Buie
-160091,2000 OL67,39.985,49.878,6.8,20170216,71.2,311.0,322.7,2.0,0.110,44.932,4,MPO 157319,"2000/07/29 807 M. W. Buie, S. D. Kern"
-150642,2001 CZ31,39.791,51.131,5.9,20170216,339.1,47.1,136.2,10.2,0.125,45.461,10,MPO 385674,2001/02/03 568 C. Veillet
-149349,2002 VA131,32.029,52.215,6.8,20170216,314.2,255.6,224.5,7.1,0.240,42.122,9,MPO 385667,2002/11/09 695 M. W. Buie
-149348,2002 VS130,39.594,50.250,6.3,20170216,59.1,88.1,275.5,3.0,0.119,44.922,6,MPO 157316,2002/11/07 695 M. W. Buie
(148780) Altjira,2001 UQ18,41.372,46.844,5.7,20170216,127.3,296.0,2.0,5.2,0.062,44.108,6,MPO 157315,2001/10/20 695 Deep Ecliptic Survey
-148112,1999 RA216,41.938,45.544,7.1,20170216,97.3,80.4,192.1,0.8,0.041,43.741,8,MPO 366838,"1999/09/08 568 C. A. Trujillo, D. C. Jewitt, J. X. Luu"
-145453,2005 RR43,37.224,48.907,4.1,20170216,45.8,278.8,85.8,28.5,0.136,43.065,16,MPO 390709,"2005/09/09 705 A. C. Becker, A. W. Puckett, J. Kubica"
-145452,2005 RN43,40.590,42.225,3.7,20170216,344.2,170.3,186.9,19.3,0.020,41.408,21,MPO 390708,"2005/09/10 705 A. C. Becker, A. W. Puckett, J. Kubica"
-144897,2004 UX10,37.220,40.463,4.5,20170216,101.0,147.3,148.0,9.5,0.042,38.842,20,MPO 390705,"2004/10/20 705 A. C. Becker, A. W. Puckett, J. Kubica"
-143991,2003 YO179,38.359,50.789,5.9,20170216,324.1,66.4,66.9,19.4,0.139,44.574,4,MPO 338234,2003/12/17 568 Mauna Kea
-143751,2003 US292,31.510,52.395,8.6,20170216,17.2,346.7,29.2,7.7,0.249,41.953,4,MPO 338231,2003/10/24 695 M. W. Buie
-143685,2003 SS317,27.860,44.692,8.0,20170216,9.7,197.5,177.7,5.9,0.232,36.276,10,MPO 385636,2003/09/25 568 Mauna Kea
-139775,2001 QG298,31.751,46.567,6.9,20170216,9.3,208.9,162.6,6.5,0.189,39.159,11,MPO 390669,2001/08/19 807 M. W. Buie
-138628,2000 QM251,32.700,56.353,7.1,20170216,47.2,312.8,355.7,15.7,0.266,44.526,8,MPO 157310,2000/08/25 807 M. W. Buie
-138537,2000 OK67,40.035,52.610,6.2,20170216,353.6,358.8,4.3,4.9,0.136,46.323,11,MPO 385604,"2000/07/29 807 M. W. Buie, S. D. Kern"
-137295,1999 RB216,33.639,60.868,7.4,20170216,3.1,208.6,175.8,12.7,0.288,47.253,12,MPO 366751,"1999/09/08 568 C. A. Trujillo, D. C. Jewitt, J. X. Luu"
-137294,1999 RE215,39.993,49.633,6.5,20170216,77.0,111.8,149.3,1.4,0.108,44.813,8,MPO 385597,"1999/09/07 568 C. A. Trujillo, J. X. Luu, D. C. Jewitt"
(136472) Makemake,2005 FY9,38.691,52.795,-0.3,20170216,160.0,296.3,79.5,29.0,0.154,45.743,19,MPO 390649,"2005/03/31 644 M. E. Brown, C. A. Trujillo, D. L. Rabinowitz"
(136108) Haumea,2003 EL61,35.158,51.548,0.2,20170216,213.1,239.1,121.9,28.2,0.189,43.353,22,MPO 390647,2003/03/07 J86 Sierra Nevada
-135742,2002 PB171,38.030,48.984,7.3,20170216,69.8,287.6,336.8,5.5,0.126,43.507,4,MPO 102879,2002/08/05 568 Mauna Kea
-135182,2001 QT322,36.156,37.678,6.2,20170216,107.7,41.6,224.2,1.8,0.021,36.917,6,MPO 186653,2001/08/21 807 M. W. Buie
-135024,2001 KO76,39.141,48.675,6.9,20170216,271.8,295.1,44.2,2.1,0.109,43.908,7,MPO 341424,2001/05/23 807 M. W. Buie
-134860,2000 OJ67,41.747,43.690,6.1,20170216,99.9,142.6,96.8,1.1,0.023,42.718,8,MPO 254080,"2000/07/29 807 M. W. Buie, S. D. Kern"
-134568,1999 RH215,37.073,49.763,8.1,20170216,27.1,56.8,276.7,10.2,0.146,43.418,4,MPO 157307,"1999/09/07 568 C. A. Trujillo, D. C. Jewitt, J. X. Luu"
(134340) Pluto,,29.635,49.669,-0.4,20170216,39.3,114.0,110.3,17.1,0.253,39.652,92,MPO 390639,1930/01/23 690 C. W. Tombaugh
-133067,2003 FB128,29.474,50.232,6.8,20170216,52.0,306.3,209.4,8.9,0.260,39.853,5,MPO 338165,2003/03/30 695 M. W. Buie
-131697,2001 XH255,32.300,37.807,8.2,20170216,319.0,219.4,323.2,2.9,0.079,35.053,5,MPO 273203,"2001/12/11 568 J. Kleyna, S. S. Sheppard, D. C. Jewitt"
-131695,2001 XS254,35.334,39.328,7.7,20170216,26.1,8.8,94.8,4.3,0.053,37.331,5,MPO 137902,"2001/12/09 568 S. S. Sheppard, J. Kleyna, D. C. Jewitt"
-131318,2001 FL194,32.536,46.810,7.8,20170216,27.8,172.5,2.0,13.7,0.180,39.673,5,MPO 341414,2001/03/22 695 Kitt Peak
-130391,2000 JG81,34.154,61.421,8.0,20170216,22.2,169.9,45.9,23.4,0.285,47.788,5,MPO 157305,2000/05/06 809 La Silla
-129772,1999 HR11,42.174,45.807,7.2,20170216,2.5,128.1,83.4,3.3,0.041,43.990,6,MPO 371987,1999/04/17 695 Kitt Peak
-129746,1999 CE119,28.763,50.607,8.4,20170216,6.9,35.1,171.5,1.5,0.275,39.685,4,MPO 338151,"1999/02/10 568 J. X. Luu, C. A. Trujillo, D. C. Jewitt"
-127871,2003 FC128,32.102,38.241,7.0,20170216,59.3,42.2,78.5,2.4,0.087,35.171,6,MPO 273191,2003/03/31 695 M. W. Buie
-126719,2002 CC249,38.002,56.883,6.6,20170216,356.0,307.5,248.5,0.8,0.199,47.443,7,MPO 385553,2002/02/08 695 M. W. Buie
-126155,2001 YJ140,27.906,51.022,7.3,20170216,12.3,129.9,319.5,6.0,0.293,39.464,5,MPO 157304,"2001/12/20 675 C. A. Trujillo, M. E. Brown"
-126154,2001 YH140,36.435,48.498,5.5,20170216,21.0,356.6,108.9,11.1,0.142,42.466,11,MPO 385551,"2001/12/18 675 C. A. Trujillo, M. E. Brown"
-123509,2000 WK183,42.325,46.294,6.6,20170216,327.2,295.4,185.9,2.0,0.045,44.310,6,MPO 157303,"2000/11/26 809 O. R. Hainaut, C. E. Delahodde, A. C. Delsanti"
-120348,2004 TY364,36.125,41.276,4.4,20170216,265.7,1.5,140.6,24.8,0.067,38.701,10,MPO 390556,"2004/10/03 675 M. E. Brown, C. A. Trujillo, D. L. Rabinowitz"
(120347) Salacia,2004 SB60,37.284,46.486,3.9,20170216,122.5,308.6,280.0,23.9,0.110,41.885,13,MPO 390556,"2004/09/22 675 H. G. Roe, M. E. Brown, K. M. Barkume"
-120216,2004 EW95,26.976,52.498,6.5,20170216,358.5,204.4,25.7,29.2,0.321,39.737,12,MPO 385529,2004/03/14 691 Spacewatch
-120181,2003 UR292,26.762,37.659,7.3,20170216,9.0,248.4,146.5,2.7,0.169,32.211,12,MPO 385529,2003/10/24 695 M. W. Buie
-120178,2003 OP32,38.485,47.767,3.9,20170216,72.4,67.8,182.9,27.2,0.108,43.126,15,MPO 390554,"2003/07/26 675 M. E. Brown, C. A. Trujillo, D. L. Rabinowitz"
-120132,2003 FY128,37.109,62.597,4.8,20170216,29.1,175.6,341.7,11.8,0.256,49.853,15,MPO 385528,2003/03/26 644 NEAT
-119979,2002 WC19,35.237,60.435,4.9,20170216,316.6,44.9,109.7,9.2,0.263,47.836,9,MPO 245016,2002/11/16 644 Palomar
-119956,2002 PA149,35.799,51.079,6.1,20170216,87.2,152.0,105.6,4.0,0.176,43.439,7,MPO 338101,2002/08/10 807 M. W. Buie
-119951,2002 KX14,37.336,40.595,4.7,20170216,266.5,68.0,286.9,0.4,0.042,38.966,13,MPO 385527,"2002/05/17 675 C. A. Trujillo, M. E. Brown"
-119473,2001 UO18,28.261,50.605,7.8,20170216,343.5,47.9,36.4,3.7,0.283,39.433,4,MPO 314198,2001/10/19 695 M. W. Buie
-119070,2001 KP77,36.001,51.816,7.0,20170216,19.1,218.0,21.9,3.3,0.180,43.909,4,MPO 88168,2001/05/23 807 M. W. Buie
-119069,2001 KN77,29.822,48.778,7.1,20170216,319.7,279.4,45.3,2.4,0.241,39.300,6,MPO 186631,2001/05/23 807 M. W. Buie
-119067,2001 KP76,35.497,51.941,6.6,20170216,297.7,302.8,42.7,7.2,0.188,43.719,6,MPO 157301,2001/05/23 807 M. W. Buie
-119066,2001 KJ76,40.355,47.374,6.8,20170216,313.7,268.5,47.6,6.7,0.080,43.864,4,MPO 88168,2001/05/23 807 M. W. Buie
-118698,2000 OY51,33.532,53.571,8.2,20170216,328.2,82.1,285.0,11.2,0.230,43.551,5,MPO 157301,2000/07/28 309 B. Gladman
-118379,1999 HC12,34.827,56.404,7.6,20170216,63.3,96.7,57.0,15.3,0.237,45.616,4,MPO 87914,1999/04/18 695 Kitt Peak
-118378,1999 HT11,38.889,49.232,7.6,20170216,325.7,186.0,87.9,5.0,0.117,44.060,5,MPO 341358,1999/04/17 695 Kitt Peak
-118228,1996 TQ66,34.608,43.914,6.9,20170216,26.6,19.5,10.8,14.7,0.119,39.261,7,MPO 355922,"1996/10/08 568 J. Chen, D. C. Jewitt, C. A. Trujillo, J. X. Luu"
-91205,1998 US43,34.079,44.259,8.0,20170216,61.9,140.2,223.9,10.6,0.130,39.169,6,MPO 366273,1998/10/22 695 M. W. Buie
-91133,1998 HK151,30.365,48.772,7.6,20170216,26.3,181.0,50.2,5.9,0.233,39.569,4,MPO 186595,1998/04/28 568 Mauna Kea
-90568,2004 GV9,38.768,45.722,4.0,20170216,34.8,294.5,250.6,21.9,0.082,42.245,12,MPO 385375,2004/04/13 644 NEAT
(90482) Orcus,2004 DW,30.795,48.069,2.2,20170216,176.7,72.6,268.7,20.6,0.219,39.432,22,MPO 385375,"2004/02/17 675 M. E. Brown, C. A. Trujillo, D. L. Rabinowitz"
(88611) Teharonhiawako,2001 QT297,42.525,45.257,5.8,20170216,156.9,239.3,304.7,2.6,0.031,43.891,8,MPO 253880,2001/08/20 807 Deep Ecliptic Survey
-88268,2001 KK76,41.883,43.415,6.3,20170216,325.0,217.9,87.0,1.9,0.018,42.649,4,MPO 186592,2001/05/24 807 M. W. Buie
-88267,2001 KE76,42.070,44.307,7.2,20170216,95.1,47.0,113.1,0.5,0.026,43.188,5,MPO 157286,2001/05/22 807 M. W. Buie
-86177,1999 RY215,34.529,55.550,7.1,20170216,347.8,51.0,326.6,22.2,0.233,45.039,6,MPO 253869,1999/09/08 568 Mauna Kea
-86047,1999 OY3,36.257,51.325,6.8,20170216,63.2,304.2,301.8,24.2,0.172,43.791,5,MPO 157285,1999/07/18 568 Mauna Kea
-85633,1998 KR65,42.128,44.728,6.7,20170216,251.3,336.0,102.0,1.2,0.030,43.428,6,MPO 157285,1998/05/29 807 G. Bernstein
-85627,1998 HP151,40.277,48.165,7.4,20170216,318.3,248.1,55.9,1.5,0.089,44.221,5,MPO 355729,1998/04/28 568 Mauna Kea
-84922,2003 VS2,36.447,42.211,4.2,20170216,18.0,113.5,302.7,14.8,0.073,39.329,16,MPO 371675,2003/11/14 644 NEAT
-84719,2002 VR128,28.917,49.634,5.2,20170216,75.3,287.5,23.2,14.0,0.264,39.275,14,MPO 385346,"2002/11/03 644 C. A. Trujillo, M. E. Brown"
-82157,2001 FM185,36.438,41.230,6.9,20170216,292.3,109.0,150.7,5.4,0.062,38.834,5,MPO 157284,2001/03/26 695 M. W. Buie
-80806,2000 CM105,39.665,45.065,6.6,20170216,95.2,9.0,45.8,3.8,0.064,42.365,7,MPO 337867,2000/02/06 695 M. W. Buie
-79983,1999 DF9,39.822,53.665,6.0,20170216,18.9,178.5,334.8,9.8,0.148,46.743,10,MPO 385317,"1999/02/20 695 J. X. Luu, C. A. Trujillo, D. C. Jewitt"
-79969,1999 CP133,32.100,38.159,7.4,20170216,49.6,161.1,334.2,3.2,0.086,35.130,6,MPO 355696,"1999/02/11 568 C. A. Trujillo, J. X. Luu, D. C. Jewitt"
(79360) Sila-Nunam,1997 CS29,43.349,44.692,5.3,20170216,326.1,229.8,304.4,2.2,0.015,44.020,18,MPO 385313,"1997/02/03 568 J. X. Luu, D. C. Jewitt, C. A. Trujillo, J. Chen"
-78799,2002 XW93,28.140,46.785,5.5,20170216,142.2,247.2,46.9,14.4,0.249,37.463,6,MPO 157282,2002/12/10 644 Palomar
-76803,2000 PK30,33.760,43.342,7.3,20170216,66.8,125.8,127.4,33.7,0.124,38.551,6,MPO 140069,2000/08/05 568 M. J. Holman
-69990,1998 WU31,31.943,46.347,8.3,20170216,48.2,141.5,237.2,6.6,0.184,39.145,5,MPO 157278,1998/11/18 695 M. W. Buie
-69987,1998 WA25,41.566,43.215,7.0,20170216,87.3,207.7,136.5,1.0,0.019,42.391,6,MPO 366054,1998/11/19 695 M. W. Buie
-69986,1998 WW24,30.590,48.105,7.9,20170216,44.9,146.2,234.0,14.0,0.223,39.347,5,MPO 157278,1998/11/18 695 M. W. Buie
(66652) Borasisi,1999 RZ253,39.789,47.396,5.9,20170216,61.1,195.0,84.8,0.6,0.087,43.593,11,MPO 385240,"1999/09/08 568 C. A. Trujillo, J. X. Luu, D. C. Jewitt"
-66452,1999 OF4,41.820,47.877,6.9,20170216,108.2,86.9,134.4,2.7,0.068,44.849,6,MPO 157277,1999/07/21 568 Mauna Kea
-60620,2000 FD8,34.197,54.147,6.6,20170216,325.5,79.8,184.8,19.5,0.226,44.172,5,MPO 375401,"2000/03/27 568 J. J. Kavelaars, B. Gladman, J.-M. Petit, M. J. Holman"
-60454,2000 CH105,40.693,48.571,6.3,20170216,303.8,287.8,320.2,1.2,0.088,44.632,4,MPO 44435,2000/02/05 695 M. W. Buie
-59358,1999 CL158,32.968,50.327,6.9,20170216,46.0,329.5,120.1,10.0,0.208,41.648,12,MPO 385197,"1999/02/11 568 J. X. Luu, C. A. Trujillo, D. C. Jewitt"
(58534) Logos,1997 CQ29,39.982,51.012,6.6,20170216,57.9,339.2,132.5,2.9,0.121,45.497,9,MPO 344731,1997/02/04 568 Mauna Kea
-55638,2002 VE95,27.995,50.433,5.5,20170216,22.5,207.1,199.9,16.3,0.286,39.214,17,MPO 385175,2002/11/14 644 NEAT
-55637,2002 UX25,36.473,48.553,3.8,20170216,295.2,278.9,204.7,19.5,0.142,42.513,18,MPO 390087,2002/10/30 291 Spacewatch
-55636,2002 TX300,37.777,48.348,3.4,20170216,75.7,338.3,324.6,25.9,0.123,43.063,19,MPO 390087,2002/10/15 644 NEAT
-55565,2002 AW197,41.186,53.742,3.4,20170216,294.5,294.0,297.5,24.4,0.132,47.464,12,MPO 385174,2002/01/10 675 Palomar
(53311) Deucalion,1999 HU11,41.522,47.234,6.6,20170216,305.7,236.0,51.3,0.4,0.064,44.378,7,MPO 341046,1999/04/18 695 Deep Ecliptic Survey
-52747,1998 HM151,41.885,47.317,7.9,20170216,319.5,244.1,64.0,0.5,0.061,44.601,6,MPO 66038,1998/04/29 568 Mauna Kea
(50000) Quaoar,2002 LM60,41.947,45.057,2.4,20170216,293.4,150.8,188.8,8.0,0.036,43.502,23,MPO 390041,"2002/06/04 644 C. A. Trujillo, M. E. Brown"
