Designation (and name),Prov. Des.,q,Q,H,Epoch,M,Peri.,Node,Incl.,e,a,Opps.,Ref.,"Discovery date, site and discoverer(s)"
,2003 YL179,38.671,38.858,7.3,20170216,292.3,255.2,262.2,2.5,0.002,38.765,5,MPO 380334,2003/12/16 568
,2003 YK179,35.564,47.706,7.5,20170216,285.4,286.6,250.2,19.6,0.146,41.635,5,MPO 339380,2003/12/16 568
,2003 YJ179,40.215,46.914,7.1,20170216,7.3,46.5,31.6,1.4,0.077,43.564,5,MPO 206077,2003/12/16 568
,2003 WO193,31.438,45.824,8.3,20031207,359.8,265.0,112.8,6.6,0.186,38.631,( 30d),MPO 124430,2003/11/29 807
,2003 WN193,29.423,49.378,8.5,20031207,0.1,256.3,138.3,21.6,0.253,39.401,( 42d),MPO 124430,2003/11/17 807
,2003 WA191,30.099,48.410,7.6,20170216,27.6,226.7,179.4,4.5,0.233,39.255,5,MPO 331239,2003/11/23 695 M. W. Buie
,2003 WW188,40.865,47.642,7.4,20031117,360.0,90.2,357.2,5.1,0.077,44.253,( 3d),MPO 62456,2003/11/21 695 M. W. Buie
,2003 WV188,45.920,45.920,7.1,20031117,0.0,340.9,72.7,8.3,0.0,45.920,( 4d),MPO 62456,2003/11/20 695 M. W. Buie
,2003 WU188,42.508,45.789,5.7,20170216,64.5,316.0,84.1,3.8,0.037,44.149,6,MPO 377771,2003/11/24 695 M. W. Buie
,2003 WS188,30.000,48.656,9.0,20031117,360.0,103.0,340.7,5.8,0.237,39.328,( 1d),MPO 58079,2003/11/20 695 M. W. Buie
,2003 WQ188,46.338,46.338,5.9,20031227,0.1,52.4,43.0,5.9,0.0,46.338,( 99d),MPO 62456,2003/11/20 695 M. W. Buie
,2003 WS184,41.789,46.236,7.4,20031117,360.0,305.9,118.0,2.6,0.051,44.012,( 4d),MPO 62456,2003/11/20 695 M. W. Buie
,2003 UY413,37.280,56.748,5.1,20170216,45.2,343.8,341.3,20.8,0.207,47.014,7,MPO 386749,2003/10/19 644
,2003 UK293,41.288,46.551,6.7,20031028,0.0,222.7,171.1,3.0,0.060,43.920,( 28d),MPO 62452,2003/10/23 695 M. W. Buie
,2003 UZ292,37.237,49.064,7.7,20031028,0.0,347.2,61.6,22.2,0.137,43.150,( 28d),MPO 58041,2003/10/24 695 M. W. Buie
,2003 UX292,38.592,49.534,6.6,20031028,0.0,347.2,46.2,10.5,0.124,44.063,( 28d),MPO 58041,2003/10/23 695 M. W. Buie
,2003 UV292,30.870,47.588,7.3,20170216,60.8,121.5,235.7,11.0,0.213,39.229,5,MPO 331238,2003/10/24 695 M. W. Buie
,2003 UU292,34.257,44.657,8.2,20031028,0.0,192.6,219.0,16.6,0.132,39.457,( 28d),MPO 58041,2003/10/24 695 M. W. Buie
,2003 UT292,27.673,50.781,6.8,20170216,347.2,256.1,211.1,17.6,0.295,39.227,7,MPO 369019,2003/10/24 695 M. W. Buie
,2003 UQ292,34.621,44.407,7.0,20031028,0.0,296.5,96.7,3.1,0.124,39.514,( 32d),MPO 58041,2003/10/23 695 M. W. Buie
,2003 UP292,27.892,67.201,7.0,20170216,7.8,24.5,27.2,13.0,0.413,47.546,6,MPO 384164,2003/10/23 695 M. W. Buie
,2003 UO292,31.983,46.792,7.4,20031028,0.0,345.1,63.3,5.0,0.188,39.387,( 30d),MPO 58041,2003/10/22 695 M. W. Buie
,2003 UN292,40.001,49.615,7.5,20170216,339.7,75.2,23.6,0.9,0.107,44.808,5,MPO 369019,2003/10/24 695 M. W. Buie
,2003 UM292,37.426,54.724,7.0,20031028,0.0,188.9,223.5,18.4,0.188,46.075,( 28d),MPO 58041,2003/10/24 695 M. W. Buie
,2003 UL292,41.537,48.267,7.3,20031028,0.0,288.5,120.7,3.9,0.075,44.902,( 28d),MPO 58041,2003/10/24 695 M. W. Buie
,2003 UK292,38.483,47.939,7.2,20031028,180.0,165.6,62.9,13.0,0.109,43.211,( 28d),MPO 58041,2003/10/24 695 M. W. Buie
,2003 UH292,40.951,46.911,7.7,20031028,0.0,199.9,173.8,7.4,0.068,43.931,( 27d),MPO 58041,2003/10/24 695 M. W. Buie
,2003 UG292,39.080,49.145,7.1,20031028,0.0,328.1,88.6,7.0,0.114,44.113,( 28d),MPO 58041,2003/10/23 695 M. W. Buie
,2003 UF292,39.103,50.462,7.3,20031028,0.0,354.1,58.6,30.9,0.127,44.783,( 28d),MPO 58041,2003/10/23 695 M. W. Buie
,2003 UE292,37.608,49.331,6.7,20031028,0.0,169.8,242.4,18.5,0.135,43.469,( 29d),MPO 58041,2003/10/23 695 M. W. Buie
,2003 UD292,40.930,51.066,6.6,20031028,0.0,207.5,202.7,7.7,0.110,45.998,( 29d),MPO 58041,2003/10/23 695 M. W. Buie
,2003 UC292,41.195,49.051,6.9,20031028,0.0,351.9,42.7,3.9,0.087,45.123,( 28d),MPO 58041,2003/10/23 695 M. W. Buie
,2003 UB292,44.113,49.688,5.7,20170216,187.4,193.5,28.3,19.3,0.059,46.900,7,MPO 346191,2003/10/23 695 M. W. Buie
,2003 UA292,39.780,53.755,6.1,20031028,179.8,5.6,232.2,11.2,0.149,46.767,( 29d),MPO 58041,2003/10/22 695 M. W. Buie
,2003 UZ291,38.942,51.145,6.5,20170216,263.3,317.4,225.9,5.4,0.135,45.043,5,MPO 331238,2003/10/22 695 M. W. Buie
,2003 UY291,41.266,56.831,7.4,20170216,44.9,16.3,358.3,3.5,0.159,49.049,4,MPO 281856,2003/10/24 695 M. W. Buie
,2003 UX291,46.500,46.500,7.0,20031028,0.0,202.0,212.5,10.6,0.0,46.500,( 28d),MPO 58041,2003/10/23 695 M. W. Buie
,2003 UW291,44.614,44.614,6.3,20031028,0.0,347.4,46.2,11.7,0.0,44.614,( 28d),MPO 58041,2003/10/23 695 M. W. Buie
,2003 UV291,44.259,44.259,7.1,20031028,0.0,168.6,226.3,2.1,0.0,44.259,( 30d),MPO 62452,2003/10/23 695 M. W. Buie
,2003 UU291,44.161,44.161,7.1,20031028,0.0,201.1,181.1,3.4,0.0,44.161,( 28d),MPO 281856,2003/10/23 695 M. W. Buie
,2003 UT291,39.887,45.412,6.5,20170216,166.8,203.2,51.2,1.6,0.065,42.649,3,MPO 285664,2003/10/22 695 M. W. Buie
,2003 US291,44.922,44.922,7.1,20031028,0.0,181.1,223.5,23.5,0.0,44.922,( 33d),MPO 62452,2003/10/22 695 M. W. Buie
,2003 UN284,42.489,42.512,7.5,20170216,98.1,297.3,36.1,3.1,0.000,42.500,5,MPO 369019,2003/10/24 695 M. W. Buie
,2003 TL58,41.517,45.477,7.0,20170216,329.2,229.0,255.2,7.8,0.046,43.497,4,MPO 357117,2003/10/03 568
,2003 TK58,40.172,45.863,7.0,20170216,173.3,206.0,67.5,3.4,0.066,43.018,5,MPO 331237,2003/10/03 568
,2003 TJ58,40.595,48.071,8.0,20170216,35.1,12.1,37.3,1.0,0.084,44.333,4,MPO 170072,2003/10/03 568
,2003 TH58,35.819,42.863,7.1,20170216,28.2,168.4,251.4,28.0,0.090,39.341,5,MPO 339379,2003/10/03 568
,2003 SR317,32.765,45.748,7.1,20170216,66.2,117.1,175.7,8.4,0.165,39.256,5,MPO 331237,2003/09/25 568
,2003 SQ317,39.235,45.716,6.2,20170216,5.8,192.3,176.3,28.6,0.076,42.476,6,MPO 339379,2003/09/25 568
,2003 SO317,28.411,49.958,8.1,20170216,57.8,111.2,187.4,6.6,0.275,39.185,5,MPO 339379,2003/09/25 568
,2003 SN317,40.542,44.058,6.5,20170216,76.4,81.6,215.4,1.5,0.042,42.300,7,MPO 326959,2003/09/25 568
,2003 QY113,43.882,46.780,6.7,20030829,360.0,146.5,182.3,2.9,0.032,45.331,( 4d),MPO 102159,2003/08/31 568
,2003 QX113,36.839,62.197,4.7,20170216,137.4,25.4,158.1,6.8,0.256,49.518,6,MPO 206068,2003/08/31 568
,2003 QE112,40.957,44.836,6.6,20170216,207.7,44.3,94.3,4.2,0.045,42.897,3,MPO 285662,2003/08/26 807 M. W. Buie
,2003 QB112,39.242,48.464,7.2,20170216,39.5,316.6,13.7,11.4,0.105,43.853,4,MPO 331236,2003/08/26 807 M. W. Buie
,2003 QA112,37.327,47.661,6.0,20170216,168.8,184.0,0.7,16.1,0.122,42.494,3,MPO 339378,2003/08/26 807 M. W. Buie
,2003 QZ111,40.371,45.300,7.1,20170216,18.3,14.6,326.1,2.7,0.058,42.835,4,MPO 373443,2003/08/26 807 M. W. Buie
,2003 QY111,41.615,44.619,6.9,20170216,61.5,212.8,95.9,2.9,0.035,43.117,4,MPO 285662,2003/08/25 807 M. W. Buie
,2003 QX111,33.849,44.446,6.8,20170216,103.5,99.2,157.6,9.5,0.135,39.147,4,MPO 186913,2003/08/25 807 M. W. Buie
,2003 QA92,35.934,40.247,6.7,20170216,302.3,299.3,109.8,3.4,0.057,38.091,6,MPO 237323,2003/08/24 807 M. W. Buie
,2003 QX91,32.669,54.282,8.4,20170216,28.7,331.3,352.0,27.7,0.249,43.476,4,MPO 315188,2003/08/23 807 M. W. Buie
,2003 QW91,28.709,50.212,9.1,20030809,359.9,346.2,359.2,5.2,0.272,39.460,( 1d),MPO 50805,2003/08/23 807 M. W. Buie
,2003 QV91,25.676,53.303,7.5,20030918,298.1,99.2,347.1,32.9,0.350,39.489,( 61d),MPO 62447,2003/08/23 807 M. W. Buie
,2003 QU91,37.557,49.710,7.0,20030918,0.1,3.7,351.1,25.6,0.139,43.634,( 58d),MPO 57930,2003/08/25 807 M. W. Buie
,2003 QT91,40.443,47.523,6.8,20170216,43.1,170.5,145.9,0.2,0.080,43.983,4,MPO 326958,2003/08/25 807 M. W. Buie
,2003 QS91,39.604,52.329,7.7,20170216,354.8,162.5,195.8,3.8,0.138,45.967,3,MPO 303305,2003/08/25 807 M. W. Buie
,2003 QR91,37.980,54.977,6.3,20170216,33.9,12.4,273.1,3.5,0.183,46.478,7,MPO 386746,2003/08/24 807 M. W. Buie
,2003 QQ91,35.867,41.331,8.1,20170216,279.3,49.2,58.2,5.4,0.071,38.599,5,MPO 369016,2003/08/23 807 M. W. Buie
,2003 QP91,37.508,49.478,6.4,20030918,0.1,319.0,30.8,6.0,0.138,43.493,( 61d),MPO 53760,2003/08/23 807 M. W. Buie
,2003 QO91,39.297,50.962,6.9,20170216,25.8,184.9,141.1,7.1,0.129,45.129,4,MPO 339378,2003/08/23 807 M. W. Buie
,2003 QN91,37.875,46.865,7.3,20170216,29.1,303.4,18.8,4.3,0.106,42.370,3,MPO 303305,2003/08/23 807 M. W. Buie
,2003 QM91,41.156,49.339,5.3,20030918,0.1,343.4,8.6,2.9,0.090,45.247,( 58d),MPO 57930,2003/08/25 807 M. W. Buie
,2003 QL91,42.633,43.125,6.7,20170216,345.8,198.5,164.6,1.5,0.006,42.879,3,MPO 303305,2003/08/25 807 M. W. Buie
,2003 QJ91,42.435,45.862,6.7,20170216,264.5,349.0,83.8,2.5,0.039,44.148,3,MPO 331236,2003/08/24 807 M. W. Buie
,2003 QG91,41.859,43.099,7.3,20170216,307.7,350.6,30.9,2.2,0.015,42.479,5,MPO 285662,2003/08/24 807 M. W. Buie
,2003 QF91,41.342,44.217,7.3,20170216,65.1,232.6,60.0,2.2,0.034,42.780,3,MPO 315187,2003/08/23 807 M. W. Buie
,2003 QE91,40.818,44.815,7.3,20170216,50.5,285.2,13.8,3.5,0.047,42.817,4,MPO 331236,2003/08/23 807 M. W. Buie
,2003 QD91,41.757,44.421,7.3,20170216,47.0,222.6,80.7,2.2,0.031,43.089,3,MPO 303305,2003/08/23 807 M. W. Buie
,2003 QC91,43.453,43.453,7.0,20030918,0.1,359.3,336.8,2.6,0.0,43.453,( 59d),MPO 53760,2003/08/25 807 M. W. Buie
,2003 QB91,31.359,46.869,6.2,20170216,147.4,80.3,136.9,6.5,0.198,39.114,5,MPO 339378,2003/08/24 807 M. W. Buie
,2003 QZ90,43.577,43.577,6.7,20030809,0.0,161.1,151.0,6.4,0.0,43.577,( 1d),MPO 50805,2003/08/24 807 M. W. Buie
,2003 QY90,40.307,44.951,6.4,20170216,194.4,42.9,104.2,3.8,0.054,42.629,7,MPO 224596,2003/08/24 807 M. W. Buie
,2003 QX90,42.580,44.753,6.8,20170216,169.1,100.0,61.2,3.2,0.025,43.666,4,MPO 285662,2003/08/24 807 M. W. Buie
,2003 QV90,41.347,45.971,7.0,20170216,284.9,312.0,138.1,2.4,0.053,43.659,4,MPO 285662,2003/08/23 807 M. W. Buie
,2003 QU90,43.029,43.740,7.2,20030918,0.1,102.5,229.1,1.8,0.008,43.384,( 62d),MPO 57930,2003/08/23 807 M. W. Buie
,2003 QT90,45.806,45.806,6.3,20030918,0.1,204.9,140.9,2.4,0.0,45.806,( 61d),MPO 53760,2003/08/23 807 M. W. Buie
,2003 LD9,39.086,55.910,6.9,20170216,44.0,330.5,237.3,7.0,0.177,47.498,4,MPO 157383,"2003/06/01 807 M. W. Buie, K. J. Meech"
,2003 LF7,34.464,44.467,7.9,20030610,0.0,218.5,21.5,3.2,0.127,39.466,( 37d),MPO 50768,2003/06/01 807 M. W. Buie
,2003 LE7,31.227,47.445,7.6,20030521,360.0,1.0,231.3,19.4,0.206,39.336,( 1d),MPO 50768,2003/06/01 807 M. W. Buie
,2003 LD7,41.146,44.655,6.9,20030610,0.0,125.8,122.8,2.3,0.041,42.900,( 36d),MPO 50768,2003/06/01 807 M. W. Buie
,2003 LC7,39.867,50.413,6.2,20030610,178.4,349.8,79.9,4.8,0.117,45.140,( 37d),MPO 50768,2003/06/01 807 M. W. Buie
,2003 LZ6,43.477,43.477,6.5,20030521,0.0,176.6,55.0,6.8,0.0,43.477,( 1d),MPO 50767,2003/06/01 807 M. W. Buie
,2003 KP20,39.488,50.207,7.2,20030610,0.0,35.2,217.7,1.9,0.120,44.847,( 39d),MPO 50767,2003/05/30 807 M. W. Buie
,2003 KO20,42.527,45.884,6.4,20170216,233.6,131.1,228.7,1.8,0.038,44.205,3,MPO 158451,2003/05/30 807 M. W. Buie
,2003 HP57,37.928,55.374,6.4,20030411,178.4,1.3,19.1,37.9,0.187,46.651,( 1d),MPO 102148,2003/04/26 568
,2003 HO57,39.956,50.486,8.0,20030501,0.0,163.0,35.6,3.6,0.116,45.221,( 34d),MPO 102148,2003/04/26 568
,2003 HN57,41.457,47.352,7.5,20030501,0.0,161.5,36.6,2.0,0.066,44.404,( 34d),MPO 102148,2003/04/26 568
,2003 HL57,37.192,55.182,6.3,20030411,180.3,8.7,8.8,8.6,0.195,46.187,( 1d),MPO 102148,2003/04/26 568
,2003 HK57,40.159,46.658,8.0,20030411,359.9,165.6,30.7,6.4,0.075,43.408,( 1d),MPO 102148,2003/04/26 568
,2003 HJ57,29.758,49.610,8.3,20030411,54.9,98.5,15.3,22.2,0.250,39.684,( 1d),MPO 102148,2003/04/26 568
,2003 HH57,40.232,48.472,7.4,20170216,20.5,153.4,39.2,1.4,0.093,44.352,4,MPO 273877,2003/04/26 568
,2003 HG57,42.295,45.577,6.5,20170216,324.1,219.4,36.3,2.1,0.037,43.936,6,MPO 369015,2003/04/26 568
,2003 HF57,31.806,47.532,8.7,20170216,37.6,124.3,48.1,1.4,0.198,39.669,3,MPO 140115,2003/04/26 568
,2003 HE57,39.759,49.342,7.3,20170216,33.7,168.6,9.9,8.8,0.108,44.550,5,MPO 335165,2003/04/26 568
,2003 HD57,32.481,46.924,7.9,20170216,36.2,139.2,34.4,5.6,0.182,39.702,4,MPO 273877,2003/04/26 568
,2003 HA57,32.686,46.758,8.1,20170216,15.5,4.2,199.7,27.6,0.177,39.722,4,MPO 264929,2003/04/26 568
,2003 HZ56,43.459,44.378,7.5,20170216,20.9,135.6,57.1,2.5,0.010,43.918,4,MPO 264929,2003/04/26 568
,2003 HY56,41.218,44.590,7.1,20170216,305.1,237.9,35.7,2.6,0.039,42.904,5,MPO 339377,2003/04/26 568
,2003 HX56,36.887,58.124,7.1,20170216,81.6,266.8,197.5,29.4,0.224,47.506,4,MPO 140115,2003/04/26 568
,2003 GF55,43.533,48.113,6.6,20170216,119.9,294.6,163.4,5.9,0.050,45.823,4,MPO 260741,2003/04/01 695 M. W. Buie
,2003 GM53,42.183,46.725,6.9,20030411,0.0,199.3,2.9,6.5,0.051,44.454,( 30d),MPO 48368,2003/04/01 695 M. W. Buie
,2003 FB130,38.177,47.792,7.5,20030322,360.0,3.5,189.4,24.4,0.112,42.984,( 3d),MPO 102146,2003/03/24 568
,2003 FA130,41.278,44.564,7.6,20170216,348.9,278.6,304.4,0.3,0.038,42.921,4,MPO 273877,2003/03/24 568
,2003 FD128,37.527,39.505,7.4,20170216,43.7,353.0,149.1,5.3,0.026,38.516,4,MPO 273877,2003/03/31 695 M. W. Buie
,2003 FM127,41.345,46.768,7.1,20170216,86.5,83.6,52.4,4.3,0.062,44.057,3,MPO 120778,2003/03/31 695 M. W. Buie
,2003 FL127,30.394,48.505,6.6,20170216,160.4,56.2,314.2,3.5,0.230,39.449,5,MPO 339377,2003/03/31 695 M. W. Buie
,2003 FJ127,33.326,57.208,7.5,20170216,320.2,90.3,162.2,22.9,0.264,45.267,3,MPO 339377,2003/03/30 695 M. W. Buie
,2003 FH127,41.131,48.505,6.5,20030322,360.0,34.9,131.1,0.4,0.082,44.818,( 22d),MPO 369015,2003/03/30 695 M. W. Buie
,2003 BH91,42.555,45.382,11.9,20030121,360.0,131.8,80.5,2.0,0.032,43.969,( 13d),MPO 50743,"2003/01/27 250 G. Bernstein, D. Trilling"
,2003 BG91,39.108,47.764,10.7,20030302,320.8,83.3,176.2,2.5,0.100,43.436,( 92d),MPO 50743,"2003/01/27 250 G. Bernstein, D. Trilling"
,2003 BF91,42.137,43.361,11.7,20030121,360.0,102.3,110.1,1.5,0.014,42.749,( 13d),MPO 50743,"2003/01/27 250 G. Bernstein, D. Trilling"
,2002 XP114,30.618,48.426,8.7,20021122,360.0,3.9,79.6,16.2,0.225,39.522,( 1d),MPO 66299,2002/12/04 695
,2002 XV93,34.308,44.292,5.0,20170216,282.4,164.8,19.2,13.3,0.127,39.300,10,MPO 224593,2002/12/10 644
,2002 XJ91,28.895,50.322,8.3,20021122,29.3,336.2,35.8,8.4,0.270,39.609,( 1d),MPO 41898,2002/12/05 695 M. W. Buie
,2002 XH91,40.051,47.918,5.5,20170216,216.3,184.1,80.5,5.0,0.089,43.984,6,MPO 217999,2002/12/04 695 M. W. Buie
,2002 XG91,30.647,48.361,7.6,20021122,69.5,265.6,93.8,15.0,0.224,39.504,( 1d),MPO 41898,2002/12/04 695 M. W. Buie
,2002 XF91,39.580,49.650,6.9,20030101,0.1,336.9,114.8,4.4,0.113,44.615,( 57d),MPO 41898,2002/12/04 695 M. W. Buie
,2002 XE91,39.446,51.734,6.0,20030101,180.6,353.7,276.9,6.3,0.135,45.590,( 57d),MPO 41898,2002/12/04 695 M. W. Buie
,2002 XD91,30.962,47.981,7.6,20021122,48.4,97.8,274.9,7.0,0.216,39.471,( 1d),MPO 41898,2002/12/04 695 M. W. Buie
,2002 WL21,41.388,44.741,7.7,20170216,48.2,335.0,67.8,2.6,0.039,43.065,5,MPO 331235,2002/11/28 568
,2002 VD138,33.659,45.047,8.1,20170216,54.0,38.6,315.2,2.8,0.145,39.353,5,MPO 339376,2002/11/09 695 M. W. Buie
,2002 VF131,41.355,46.868,6.6,20170216,282.2,17.3,157.3,1.8,0.062,44.112,3,MPO 315186,2002/11/07 695 M. W. Buie
,2002 VE131,37.400,54.097,6.5,20021102,180.0,10.0,239.8,18.7,0.182,45.749,( 25d),MPO 41873,2002/11/07 695 M. W. Buie
,2002 VD131,42.089,47.673,6.5,20170216,69.1,238.3,84.5,0.9,0.062,44.881,4,MPO 285661,2002/11/07 695 M. W. Buie
,2002 VC131,46.323,46.323,6.4,20021102,0.0,304.1,75.1,2.4,0.0,46.323,( 24d),MPO 41873,2002/11/07 695 M. W. Buie
,2002 VB131,40.994,44.896,6.3,20170216,168.8,140.5,86.8,1.5,0.045,42.945,5,MPO 326956,2002/11/07 695 M. W. Buie
,2002 VZ130,41.604,50.008,7.3,20021102,360.0,29.7,353.4,8.4,0.092,45.806,( 23d),MPO 41873,2002/11/09 695 M. W. Buie
,2002 VY130,31.070,47.930,8.4,20021102,360.0,180.9,233.0,27.9,0.213,39.500,( 24d),MPO 41873,2002/11/07 695 M. W. Buie
,2002 VX130,30.699,47.951,8.5,20170216,13.9,106.1,296.9,1.3,0.219,39.325,4,MPO 230189,2002/11/07 695 M. W. Buie
,2002 VW130,42.111,49.820,6.9,20021102,360.0,17.5,4.4,1.8,0.084,45.966,( 25d),MPO 41873,2002/11/07 695 M. W. Buie
,2002 VV130,35.158,49.070,7.7,20170216,341.2,260.3,171.6,2.4,0.165,42.114,4,MPO 306938,2002/11/07 695 M. W. Buie
,2002 VT130,40.992,43.683,5.6,20170216,121.3,339.1,334.6,1.2,0.032,42.338,7,MPO 386744,2002/11/07 695 M. W. Buie
,2002 VF130,40.500,50.888,7.2,20170216,62.2,111.8,257.5,19.6,0.114,45.694,4,MPO 157378,2002/11/07 695 M. W. Buie
,2002 VE130,41.347,47.555,6.3,20170216,213.9,231.4,356.9,3.2,0.070,44.451,3,MPO 285661,2002/11/07 695 M. W. Buie
,2002 VD130,32.350,62.937,7.1,20170216,0.5,54.2,38.0,3.9,0.321,47.643,4,MPO 357115,2002/11/07 695 M. W. Buie
,2002 VD95,39.550,47.096,8.6,20021102,360.0,354.7,63.3,20.5,0.087,43.323,( 1d),MPO 38533,"2002/11/12 695 R. L. Allen, J. J. Kavelaars"
,2002 VC95,46.858,46.858,8.0,20021102,0.0,241.3,176.8,2.5,0.0,46.858,( 18d),MPO 50712,"2002/11/12 695 R. L. Allen, J. J. Kavelaars"
,2002 VB95,35.234,43.521,8.9,20021102,360.0,350.7,67.1,12.2,0.105,39.377,( 18d),MPO 50712,"2002/11/12 695 R. L. Allen, J. J. Kavelaars"
,2002 VA95,40.605,48.984,8.3,20021102,360.0,245.7,172.4,2.0,0.094,44.795,( 1d),MPO 38533,"2002/11/12 695 R. L. Allen, J. J. Kavelaars"
,2002 VZ94,41.957,49.528,7.0,20021102,179.7,143.9,92.6,3.1,0.083,45.743,( 18d),MPO 50712,"2002/11/11 695 R. L. Allen, J. J. Kavelaars"
,2002 TM301,27.445,51.331,9.7,20020923,65.8,248.8,40.3,6.5,0.303,39.388,( 1d),MPO 38500,"2002/10/06 568 D. Kinoshita, K. Muroi"
,2002 TL301,41.332,45.262,11.1,20020923,360.0,271.8,118.5,1.6,0.045,43.297,( 1d),MPO 38500,"2002/10/06 568 D. Kinoshita, K. Muroi"
,2002 TJ301,42.215,45.127,10.9,20020923,360.0,280.3,110.0,1.6,0.033,43.671,( 1d),MPO 38499,"2002/10/06 568 D. Kinoshita, K. Muroi"
,2002 TH301,32.234,46.291,10.7,20020923,76.7,212.3,80.6,1.8,0.179,39.263,( 1d),MPO 38499,"2002/10/06 568 D. Kinoshita, K. Muroi"
,2002 TG301,45.562,45.562,9.7,20020923,359.9,316.9,73.4,2.1,0.0,45.562,( 1d),MPO 38499,"2002/10/06 568 D. Kinoshita, K. Muroi"
,2002 TF301,44.719,44.719,10.9,20020923,359.9,332.3,57.9,3.3,0.0,44.719,( 1d),MPO 38499,"2002/10/06 568 D. Kinoshita, K. Muroi"
,2002 TE301,45.237,45.237,10.9,20020923,359.9,189.3,201.0,8.4,0.0,45.237,( 1d),MPO 38499,"2002/10/06 568 D. Kinoshita, K. Muroi"
,2002 TD301,43.372,43.372,10.6,20020923,359.9,285.8,104.3,1.4,0.0,43.372,( 1d),MPO 38499,"2002/10/06 568 D. Kinoshita, K. Muroi"
,2002 TC301,45.778,45.778,9.5,20020923,359.9,264.5,125.7,1.1,0.0,45.778,( 1d),MPO 38499,"2002/10/06 568 D. Kinoshita, K. Muroi"
,2002 TB301,43.208,43.208,9.1,20020923,359.9,302.0,88.4,1.7,0.0,43.208,( 1d),MPO 38499,"2002/10/06 568 D. Kinoshita, K. Muroi"
,2002 TA301,44.174,44.174,10.2,20020923,359.9,324.4,65.9,2.5,0.0,44.174,( 1d),MPO 38499,"2002/10/06 568 D. Kinoshita, K. Muroi"
,2002 TZ300,43.685,43.685,8.7,20020923,359.9,334.7,55.5,3.6,0.0,43.685,( 1d),MPO 38499,"2002/10/06 568 D. Kinoshita, K. Muroi"
,2002 PC171,41.935,47.174,7.6,20170216,60.0,305.2,336.7,3.6,0.059,44.555,4,MPO 357110,2002/08/05 568
,2002 PA171,40.698,47.710,6.8,20170216,208.0,30.3,109.6,2.5,0.079,44.204,4,MPO 285658,2002/08/05 568
,2002 PZ170,42.501,45.478,7.8,20020814,0.0,259.7,68.8,1.3,0.034,43.990,( 30d),MPO 97609,2002/08/05 568
,2002 PY170,41.360,44.400,7.7,20170216,111.2,121.1,110.8,3.0,0.035,42.880,4,MPO 303301,2002/08/05 568
,2002 PX170,40.609,44.443,7.2,20170216,113.4,109.3,119.1,1.6,0.045,42.526,4,MPO 315185,2002/08/05 568
,2002 PV170,42.083,42.968,6.0,20170216,340.9,277.0,88.5,1.3,0.010,42.526,8,MPO 386738,2002/08/05 568
,2002 PU170,37.121,58.031,7.1,20170216,300.8,98.2,329.1,1.9,0.220,47.576,6,MPO 331231,2002/08/05 568
,2002 PS170,41.049,47.873,7.8,20020814,0.0,210.0,116.3,2.3,0.077,44.461,( 30d),MPO 97609,2002/08/05 568
,2002 PE155,43.050,43.050,6.2,20020725,359.9,168.4,143.2,11.4,0.0,43.050,( 3d),MPO 41773,2002/08/12 807 M. W. Buie
,2002 PD155,42.965,43.164,7.0,20170216,327.3,67.8,322.1,5.8,0.002,43.064,4,MPO 157370,2002/08/12 807 M. W. Buie
,2002 PP153,45.161,45.161,7.3,20020814,0.0,342.3,327.4,0.9,0.0,45.161,( 2d),MPO 38365,"2002/08/14 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PO153,44.098,44.098,8.4,20020814,0.0,181.3,128.1,5.8,0.0,44.098,( 2d),MPO 38365,"2002/08/14 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PN153,44.888,44.888,7.7,20020814,0.0,184.2,124.7,1.6,0.0,44.888,( 2d),MPO 38365,"2002/08/14 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PM153,38.603,49.284,9.0,20020814,0.0,179.1,130.0,18.3,0.122,43.943,( 2d),MPO 38365,"2002/08/15 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PL153,43.580,43.580,8.7,20020814,0.0,317.6,351.9,0.5,0.0,43.580,( 2d),MPO 38365,"2002/08/14 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PK153,41.524,46.186,7.7,20020814,0.0,184.4,124.9,4.2,0.053,43.855,( 2d),MPO 38365,"2002/08/14 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PJ153,46.413,46.413,8.9,20020814,0.0,169.9,139.1,2.1,0.0,46.413,( 2d),MPO 38365,"2002/08/13 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PG153,41.284,48.775,9.1,20020814,0.0,28.8,280.9,1.0,0.083,45.029,( 2d),MPO 38365,"2002/08/15 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PF153,41.365,50.014,9.0,20020814,0.0,14.1,296.0,1.5,0.095,45.690,( 2d),MPO 38365,"2002/08/15 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PE153,41.234,46.843,6.5,20020814,0.0,7.5,302.4,0.9,0.064,44.039,( 2d),MPO 38365,"2002/08/15 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
